selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
Risk only,ACCEPT,ridge_return_train_only,0.0440999999999999,0.1,1,1,0.1528941176470588,0.0106625,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,risk_adjusted_12,51.99999999999992,0.1213301234567901,0,0,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,133.99999999999974,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1503999620955959,0.1213301234567901,1,1,0.1528941176470588,0.0106625,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a012,-0.0950735099337748,0.1213301234567901,1,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,risk_adjusted_12,51.99999999999992,0.1,0,0,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,momentum_12,133.99999999999974,0.1,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1503999620955959,0.1,0,1,0.1528941176470588,0.0106625,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a012,-0.0950735099337748,0.1,1,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a012,0.0140575851851851,0.1213301234567901,0,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,0.0083,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a012,0.0140575851851851,0.1,0,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,0.0083,0.1,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a012,0.0140575851851851,0.1213301234567901,0,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,-0.1519629629629629,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.35833333333333334,0.5,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a012,0.0140575851851851,0.1,0,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,-0.1519629629629629,0.1,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a007,0.0167066749781353,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,0.0083,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a007,0.0167066749781353,0.1,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a007,0.0083,0.1,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a007,0.0167066749781353,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1535925925925926,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.3416666666666667,0.5166666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a007,0.0167066749781353,0.1,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1535925925925926,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7083333333333334,0.175,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0093,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0093,0.1,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1509629629629629,0.1213301234567901,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.35,0.5333333333333333,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1509629629629629,0.1,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0093,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,0.0093,0.1,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1527358148148148,0.1213301234567901,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.3416666666666667,0.5416666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ABSTAIN,,-inf,0.1,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a006,-0.1527358148148148,0.1,0,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a000,0.07518760041160644,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7,0.15,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0136127304236333,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,0.0098999999999999,0.1213301234567901,1,1,0.1459117647058823,0.0121441176470588,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a000,0.07518760041160644,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0136127304236333,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,0.0098999999999999,0.1,1,1,0.1459117647058823,0.0121441176470588,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.20833333333333334,0.6416666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0136127304236333,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1479555555555556,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3416666666666667,0.5083333333333333,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0136127304236333,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a005,-0.1479555555555556,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a000,0.07518760041160644,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0127447135692105,0.1213301234567901,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,0.0098999999999999,0.1213301234567901,1,1,0.1459117647058823,0.0121441176470588,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a000,0.07518760041160644,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,10.85438608769856,0.1,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,constant_a005,0.0127447135692105,0.1,0,0,0.0906029411764705,0.0051985294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,0.0098999999999999,0.1,1,1,0.1459117647058823,0.0121441176470588,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
