selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
Risk only,ACCEPT,constant_a017,-0.011,0.1,0,0,0.0292540730337078,0.0005257724719101,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,ridge_return_train_only,39.99999999999997,0.0377527770419426,0,0,0.0339051966292134,0.0005238764044943,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,479.0000000000107,0.0377527770419426,0,1,0.0407584269662921,0.0003740519662921,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0115100162782172,0.0377527770419426,0,0,0.0339051966292134,0.0005238764044943,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,-0.0235644190246838,0.0377527770419426,0,0,0.0311102528089887,0.0004736306179775,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a024,0.07649201061487199,0.1,0,0,0.0370227528089887,0.0007441713483146,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,479.0000000000107,0.1,0,0,0.0407584269662921,0.0003740519662921,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0115100162782172,0.1,0,0,0.0339051966292134,0.0005238764044943,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a015,-0.0235644190246838,0.1,0,0,0.0311102528089887,0.0004736306179775,daily_bm_25,daily size characteristic,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0011800490338076,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a008,-0.0053366984993178,0.0377527770419426,0,0,0.0330935393258427,0.0004921348314606,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.579281200631913,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0011800490338076,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a008,-0.0053366984993178,0.1,0,0,0.0330935393258427,0.0004921348314606,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0011800490338076,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0530290603450254,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.469709396549746,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.35833333333333334,0.5,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0011800490338076,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0530290603450254,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0010011833143466,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a008,-0.0051123558484349,0.0377527770419426,0,0,0.0330935393258427,0.0004921348314606,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.605340425531916,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0010011833143466,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a008,-0.0051123558484349,0.1,0,0,0.0330935393258427,0.0004921348314606,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0010011833143466,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0504833231568894,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.495166768431106,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.3416666666666667,0.5166666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2548.000000000019,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,constant_a023,0.0010011833143466,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0504833231568894,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7083333333333334,0.175,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002629933421843,0.0377527770419426,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a023,-0.0120289069557362,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.600919132149903,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002629933421843,0.1,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a023,-0.0120289069557362,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002629933421843,0.0377527770419426,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0508652671932264,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.49134732806773607,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.35,0.5333333333333333,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002629933421843,0.1,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,momentum_12,-0.0508652671932264,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002602089442351,0.0377527770419426,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a023,-0.0116723744292237,0.0377527770419426,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,momentum_12,0.614648241206032,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,2552.00000000002,0.1,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,constant_a019,0.002602089442351,0.1,0,0,0.0367367977528089,0.0004853932584269,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a023,-0.0116723744292237,0.1,0,0,0.0280963483146067,0.0004502808988764,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,momentum_12,2552.00000000002,0.0377527770419426,0,0,0.0355957865168539,0.0006660463483146,daily_bm_25,daily size characteristic,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
